,speaker,statement,sentiment,words,lemmatization
0,HOLT," Good evening everyone, I am Lester Holt and welcome to the first democratic debate in the 2020 race for president.",0.7096,"['good', 'evening', 'everyone', 'lester', 'holt', 'welcome', 'first', 'democratic', 'debate', 'race', 'president']","['good/JJ', 'evening/NN', 'everyone/NN', 'be/VB', 'lester/JJ', 'holt/NN', 'welcome/JJ', 'first/JJ', 'democratic/JJ', 'debate/NN', 'race/NN', 'president/NN']"
1,GUTHRIE," Hi, I’m Savannah Guthrie and tonight it’s our first chance to see these candidates go head to head on stage together. We will be joined in our questioning tonight by our colleagues, Jose Diaz-Balart, Chuck Todd and Rachel Maddow.",0.1531,"['hi', 'savannah', 'guthrie', 'tonight', 'first', 'chance', 'see', 'candidates', 'go', 'head', 'head', 'stage', 'together', 'joined', 'questioning', 'tonight', 'colleagues', 'jose', 'chuck', 'todd', 'rachel', 'maddow']","['savannah/NN', 'guthrie/NN', 'tonight/NN', 'first/JJ', 'chance/NN', 'see/VB', 'candidate/NN', 'go/VB', 'head/JJ', 'head/VB', 'stage/NN', 'together/RB', 'be/VB', 'join/VB', 'questioning/NN', 'tonight/NN', 'colleague/NN', 'jose/RB', 'diaz/VB', 'balart/JJ', 'chuck/NN', 'todd/NN', 'rachel/NN', 'maddow/NN']"
2,HOLT," Voters are trying to nail down where the candidates and on the issues, what sets them apart, and which of these presidential hopefuls has what it takes",0.0,"['voters', 'trying', 'nail', 'candidates', 'issues', 'sets', 'apart', 'presidential', 'hopefuls', 'takes']","['voter/NN', 'be/VB', 'try/VB', 'nail/VB', 'candidate/NN', 'issue/NN', 'set/VB', 'apart/RB', 'presidential/JJ', 'hopeful/NN', 'have/VB', 'take/VB']"
3,GUTHRIE," Well, now it’s time to find out.",0.2732,"['well', 'time', 'find']","['well/RB', 'now/RB', 'time/NN', 'find/VB']"
4,UNKNOWN," Tonight round one. New Jersey Senator Cory Booker, Former Housing Secretary Julian Castro, New York City Mayor Bill De Blasio, Former Maryland Congressman John Delaney, Hawaii Congresswoman Tulsi Gabbard, Washington Governor Jay Inslee, Minnesota Senator Amy Klobuchar, Former Texas Congressman Beto O’Rourke, Ohio Congressman Tim Ryan and Massachusetts Senator Elizabeth Warren. From NBC News Decision 2020 the Democratic candidates debate live from the Adrienne Arsht Performing Arts Center in Miami, Florida.",0.0,"['tonight', 'round', 'one', 'new', 'jersey', 'senator', 'cory', 'booker', 'former', 'housing', 'secretary', 'julian', 'castro', 'new', 'york', 'city', 'mayor', 'bill', 'de', 'blasio', 'former', 'maryland', 'congressman', 'john', 'delaney', 'hawaii', 'congresswoman', 'tulsi', 'gabbard', 'washington', 'governor', 'jay', 'inslee', 'minnesota', 'senator', 'amy', 'klobuchar', 'former', 'texas', 'congressman', 'beto', 'rourke', 'ohio', 'congressman', 'tim', 'ryan', 'massachusetts', 'senator', 'elizabeth', 'warren', 'nbc', 'news', 'decision', 'democratic', 'candidates', 'debate', 'live', 'adrienne', 'arsht', 'performing', 'arts', 'center', 'miami', 'florida']","['tonight/NN', 'round/NN', 'new/JJ', 'jersey/NN', 'senator/NN', 'cory/NN', 'booker/NN', 'former/JJ', 'housing/NN', 'secretary/NN', 'julian/NN', 'castro/VB', 'new/NN', 'york/NN', 'city/NN', 'mayor/NN', 'bill/NN', 'blasio/JJ', 'former/JJ', 'congressman/NN', 'john/NN', 'delaney/NN', 'hawaii/NN', 'congresswoman/NN', 'tulsi/NN', 'gabbard/NN', 'washington/NN', 'governor/NN', 'jay/NN', 'inslee/NN', 'minnesota/JJ', 'senator/NN', 'amy/NN', 'klobuchar/VB', 'former/JJ', 'texas/NN', 'congressman/NN', 'beto/NN', 'rourke/NN', 'ohio/JJ', 'congressman/NN', 'tim/NN', 'ryan/NN', 'massachusetts/JJ', 'senator/NN', 'elizabeth/JJ', 'warren/NN', 'nbc/JJ', 'news/NN', 'decision/NN', 'democratic/JJ', 'candidate/NN', 'debate/NN', 'live/NN', 'adrienne/NN', 'arsht/NN', 'perform/VB', 'art/NN', 'center/NN', 'miami/NN', 'florida/NN']"
5,HOLT," Good evening again everyone. Welcome to the candidates and to our audience here in Miami here in the Arsht Center and all across the country. Tonight we are going to take on many of the most pressing issues of the moment including immigration, the situation unfolding at our border, and the treatment of migrant children.",0.7096,"['good', 'evening', 'everyone', 'welcome', 'candidates', 'audience', 'miami', 'arsht', 'center', 'across', 'country', 'tonight', 'going', 'take', 'many', 'pressing', 'issues', 'moment', 'including', 'immigration', 'situation', 'unfolding', 'border', 'treatment', 'migrant', 'children']","['good/JJ', 'evening/NN', 'again/RB', 'everyone/NN', 'welcome/VB', 'candidate/NN', 'audience/NN', 'here/RB', 'miami/NN', 'here/RB', 'arsht/JJ', 'center/NN', 'country/NN', 'tonight/NN', 'be/VB', 'go/VB', 'take/VB', 'many/JJ', 'most/JJ', 'pressing/NN', 'issue/NN', 'moment/NN', 'include/VB', 'immigration/NN', 'situation/NN', 'unfold/VB', 'border/NN', 'treatment/NN', 'migrant/JJ', 'child/NN']"
6,GUTHRIE," And we are going to talk about the tensions with Iran, climate change, and of course we will talk about the economy, those kitchen table issues so many Americans face every day.",-0.4019,"['going', 'talk', 'tensions', 'iran', 'climate', 'change', 'course', 'talk', 'economy', 'kitchen', 'table', 'issues', 'many', 'americans', 'face', 'every', 'day']","['be/VB', 'go/VB', 'talk/VB', 'tension/NN', 'iran/NN', 'climate/NN', 'change/NN', 'course/NN', 'talk/VB', 'economy/NN', 'kitchen/NN', 'table/NN', 'issue/NN', 'so/RB', 'many/JJ', 'american/NN', 'face/VB', 'day/NN']"
7,TODD, And some quick rules of the road before we begin. Twenty candidates qualified for this first debate. We will hear from 10 tonight and 10 more tomorrow. The breakdown for each was selected at random. The candidates will have 60 seconds to answer and 30 seconds for any follow-ups.,0.0,"['quick', 'rules', 'road', 'begin', 'twenty', 'candidates', 'qualified', 'first', 'debate', 'hear', 'tonight', 'tomorrow', 'breakdown', 'selected', 'random', 'candidates', 'seconds', 'answer', 'seconds']","['quick/JJ', 'rule/NN', 'road/NN', 'begin/VB', 'candidate/NN', 'qualify/VB', 'first/JJ', 'debate/NN', 'hear/VB', 'tonight/NN', 'more/JJ', 'tomorrow/NN', 'breakdown/NN', 'be/VB', 'select/VB', 'random/JJ', 'candidate/NN', 'have/VB', 'second/NN', 'answer/VB', 'second/NN', 'follow/JJ', 'up/NN']"
8,HOLT, Because of this large field not every person will be able to comment on every of topic but over the course of the next two hours we will hear from everyone. We would also like to ask the audience to keep their reactions to a minimum. We are not going to be shy about making sure the candidates stick to time tonight.,0.5719,"['large', 'field', 'every', 'person', 'able', 'comment', 'every', 'topic', 'course', 'next', 'two', 'hours', 'hear', 'everyone', 'would', 'also', 'like', 'ask', 'audience', 'keep', 'reactions', 'minimum', 'going', 'shy', 'making', 'sure', 'candidates', 'stick', 'time', 'tonight']","['large/JJ', 'field/NN', 'not/RB', 'person/NN', 'be/VB', 'able/JJ', 'comment/VB', 'topic/NN', 'course/NN', 'next/JJ', 'hour/NN', 'hear/VB', 'everyone/NN', 'also/RB', 'like/VB', 'ask/VB', 'audience/NN', 'keep/VB', 'reaction/NN', 'minimum/NN', 'be/VB', 'not/RB', 'go/VB', 'be/VB', 'shy/JJ', 'make/VB', 'sure/JJ', 'candidate/NN', 'stick/NN', 'time/NN', 'tonight/NN']"
9,GUTHRIE," All right. So with a business out of the we want to get to it we will start this evening with Senator Elizabeth Warren. Senator, good evening to you.",0.4939,"['right', 'business', 'want', 'get', 'start', 'evening', 'senator', 'elizabeth', 'warren', 'senator', 'good', 'evening']","['right/RB', 'so/RB', 'business/NN', 'want/VB', 'get/VB', 'start/VB', 'evening/NN', 'senator/NN', 'elizabeth/JJ', 'warren/NN', 'senator/NN', 'good/JJ', 'evening/NN']"
10,WARREN, Thank you. It’s good to be here.,0.6597,"['thank', 'good']","['thank/NN', 'good/JJ', 'be/VB', 'here/RB']"
11,GUTHRIE," You have many plans free college, free childcare, government healthcare, cancellation of student debt, new taxes, new regulations, the breakup of major corporations but this comes at a time when 71 percent of Americans say the economy is doing well including 60 percent of Democrats. What do you say to those who worry this kind of significant change could be risky to the economy?",-0.0231,"['many', 'plans', 'free', 'college', 'free', 'childcare', 'government', 'healthcare', 'cancellation', 'student', 'debt', 'new', 'taxes', 'new', 'regulations', 'breakup', 'major', 'corporations', 'comes', 'time', 'percent', 'americans', 'say', 'economy', 'well', 'including', 'percent', 'democrats', 'say', 'worry', 'kind', 'significant', 'change', 'could', 'risky', 'economy']","['have/VB', 'many/JJ', 'plan/NN', 'free/JJ', 'college/NN', 'free/JJ', 'childcare/NN', 'government/NN', 'healthcare/NN', 'cancellation/NN', 'student/NN', 'debt/NN', 'new/JJ', 'taxe/NN', 'new/JJ', 'regulation/NN', 'breakup/NN', 'major/JJ', 'corporation/NN', 'come/VB', 'time/NN', 'percent/NN', 'american/NN', 'say/VB', 'economy/NN', 'be/VB', 'do/VB', 'well/RB', 'include/VB', 'percent/NN', 'democrat/NN', 'do/VB', 'say/VB', 'worry/VB', 'kind/NN', 'significant/JJ', 'change/NN', 'be/VB', 'risky/JJ', 'economy/NN']"
12,WARREN," So I think of it this way, who is this economy really working for? It’s doing great for a thinner and thinner slice at the top. It’s doing great for giant drug companies. This is not doing great for people are trying to get a prescription filled. It’s doing great for people who want to invest in private prisons just not for the African-Americans and Latinx whose families are torn apart whose lives are destroyed and whose communities are ruined. It’s doing great for giant oil companies that want to drill everywhere just not for the rest of us who are watching climate change bear down upon us. When you’ve got a government—when you’ve got an economy that does great for those with money and isn’t doing great for everyone else that is corruption, pure and simple. We need to call it out. We need to attack it had on and we need to make structural change in our government, in our economy, and in our country.",0.9709,"['think', 'way', 'economy', 'really', 'working', 'great', 'thinner', 'thinner', 'slice', 'top', 'great', 'giant', 'drug', 'companies', 'great', 'people', 'trying', 'get', 'prescription', 'filled', 'great', 'people', 'want', 'invest', 'private', 'prisons', 'latinx', 'whose', 'families', 'torn', 'apart', 'whose', 'lives', 'destroyed', 'whose', 'communities', 'ruined', 'great', 'giant', 'oil', 'companies', 'want', 'drill', 'everywhere', 'rest', 'us', 'watching', 'climate', 'change', 'bear', 'upon', 'us', 'got', 'got', 'economy', 'great', 'money', 'great', 'everyone', 'else', 'corruption', 'pure', 'simple', 'need', 'call', 'need', 'attack', 'need', 'make', 'structural', 'change', 'government', 'economy', 'country']","['think/VB', 'way/NN', 'be/VB', 'economy/NN', 'really/RB', 'work/VB', 'do/VB', 'great/JJ', 'thinner/JJ', 'thinner/JJ', 'slouse/NN', 'top/NN', 'do/VB', 'great/JJ', 'giant/JJ', 'drug/NN', 'company/NN', 'be/VB', 'not/RB', 'do/VB', 'great/JJ', 'person/NN', 'be/VB', 'try/VB', 'get/VB', 'prescription/NN', 'fill/VB', 'do/VB', 'great/JJ', 'person/NN', 'want/VB', 'invest/VB', 'private/JJ', 'prison/NN', 'just/RB', 'not/RB', 'african/JJ', 'american/NN', 'latinx/VB', 'family/NN', 'be/VB', 'tear/VB', 'apart/RB', 'life/NN', 'be/VB', 'destroy/VB', 'community/NN', 'be/VB', 'ruin/VB', 'do/VB', 'great/JJ', 'giant/JJ', 'oil/NN', 'company/NN', 'want/VB', 'drill/VB', 'everywhere/RB', 'just/RB', 'not/RB', 'rest/NN', 'be/VB', 'watch/VB', 'climate/NN', 'bear/VB', 'have/VB', 'get/VB', 'government/NN', 'have/VB', 'get/VB', 'economy/NN', 'do/VB', 'great/JJ', 'money/NN', 'isn/JJ', 'do/VB', 'great/JJ', 'everyone/NN', 'else/RB', 'be/VB', 'corruption/NN', 'pure/JJ', 'simple/JJ', 'need/VB', 'call/VB', 'need/VB', 'attack/VB', 'have/VB', 'need/VB', 'make/VB', 'structural/JJ', 'change/NN', 'government/NN', 'economy/NN', 'country/NN']"
13,GUTHRIE, Senator Klobuchar you have called programs like free college something you might do if you were quote a magic genie. To be blunt are the government programs and benefits that some of your rivals are offering giving your voters—people a false sense of what is actually achievable?,0.9022,"['senator', 'klobuchar', 'called', 'programs', 'like', 'free', 'college', 'something', 'might', 'quote', 'magic', 'genie', 'blunt', 'government', 'programs', 'benefits', 'rivals', 'offering', 'giving', 'false', 'sense', 'actually', 'achievable']","['senator/NN', 'klobuchar/NN', 'have/VB', 'call/VB', 'program/NN', 'free/JJ', 'college/NN', 'something/NN', 'do/VB', 'be/VB', 'quote/VB', 'magic/JJ', 'genie/NN', 'be/VB', 'blunt/JJ', 'be/VB', 'government/NN', 'program/NN', 'benefit/NN', 'rival/NN', 'be/VB', 'offer/VB', 'give/VB', 'voter/NN', 'person/NN', 'false/JJ', 'sense/NN', 'be/VB', 'actually/RB', 'achievable/JJ']"
14,KLOBUCHAR," Well, first, the economy. We know that not everyone is sharing in this prosperity and Donald Trump just sits in the White House and gloats about what is going on when you have so many people that are having trouble affording college and having trouble affording their premiums. So I do get concerned about paying for college for rich kids; I do. But I think my plan is a good one and my plan would be to first of all make community college free and make sure that everyone else besides that top percentile gets help with their education. My own dad and my sister got their first agrees with community college. There’s many paths to success as well as certifications. Secondly I would use programs. I would double them from $6000 to $12,000 a year and expand it to the number of families that get covered up to families that make up to $100,000. And then the third thing I would do is make it easier for students to pay off their student loans because I can tell you this, if billionaires",0.9664,"['well', 'first', 'economy', 'know', 'everyone', 'sharing', 'prosperity', 'donald', 'trump', 'sits', 'white', 'house', 'gloats', 'going', 'many', 'people', 'trouble', 'affording', 'college', 'trouble', 'affording', 'premiums', 'get', 'concerned', 'paying', 'college', 'rich', 'kids', 'think', 'plan', 'good', 'one', 'plan', 'would', 'first', 'make', 'community', 'college', 'free', 'make', 'sure', 'everyone', 'else', 'besides', 'top', 'percentile', 'gets', 'help', 'education', 'dad', 'sister', 'got', 'first', 'agrees', 'community', 'college', 'many', 'paths', 'success', 'well', 'certifications', 'secondly', 'would', 'use', 'programs', 'would', 'double', 'year', 'expand', 'number', 'families', 'get', 'covered', 'families', 'make', 'third', 'thing', 'would', 'make', 'easier', 'students', 'pay', 'student', 'loans', 'tell', 'billionaires']","['well/RB', 'first/RB', 'economy/NN', 'know/VB', 'not/RB', 'everyone/NN', 'be/VB', 'share/VB', 'prosperity/NN', 'donald/JJ', 'trump/NN', 'just/RB', 'sit/VB', 'white/JJ', 'house/NN', 'gloat/VB', 'be/VB', 'go/VB', 'have/VB', 'so/RB', 'many/JJ', 'person/NN', 'be/VB', 'have/VB', 'trouble/NN', 'afford/VB', 'college/NN', 'have/VB', 'trouble/NN', 'afford/VB', 'premium/NN', 'do/VB', 'get/VB', 'concern/VB', 'pay/VB', 'college/NN', 'rich/JJ', 'kid/NN', 'do/VB', 'think/VB', 'plan/NN', 'be/VB', 'good/JJ', 'plan/NN', 'be/VB', 'first/JJ', 'make/VB', 'community/NN', 'college/NN', 'free/JJ', 'make/VB', 'sure/JJ', 'everyone/NN', 'else/RB', 'top/NN', 'percentile/NN', 'get/VB', 'help/VB', 'education/NN', 'own/JJ', 'dad/NN', 'sister/NN', 'get/VB', 'first/JJ', 'agree/VB', 'community/NN', 'college/NN', 'many/JJ', 'path/NN', 'success/NN', 'as/RB', 'well/RB', 'certification/NN', 'secondly/RB', 'use/VB', 'program/NN', 'double/VB', 'year/NN', 'expand/VB', 'number/NN', 'family/NN', 'get/VB', 'cover/VB', 'family/NN', 'make/VB', 'then/RB', 'third/JJ', 'thing/NN', 'do/VB', 'be/VB', 'make/VB', 'easier/RB', 'student/NN', 'pay/VB', 'student/NN', 'loan/NN', 'tell/VB', 'billionaire/NN']"
15,GUTHRIE," Senator Klobuchar, (INAUDIBLE).",0.0,"['senator', 'klobuchar', 'inaudible']","['senator/NN', 'klobuchar/NN', 'inaudible/JJ']"
16,KLOBUCHAR," can pay off their yachts, students should be able to pay off their student loans.",-0.2023,"['pay', 'yachts', 'students', 'able', 'pay', 'student', 'loans']","['pay/VB', 'yacht/NN', 'student/NN', 'be/VB', 'able/JJ', 'pay/VB', 'student/NN', 'loan/NN']"
17,GUTHRIE," That’s time, thank you. Congressman O’Rourke, what we have just been discussing and talking about is how much fundamental change to the economy is desirable and how much is actually doable. In that vein some Democrats want a marginal individual tax rate of 70 percent on the very highest earners, those making more than $10 million a year. Would you support that? And if not, what would your top individual rate be?",0.8385,"['time', 'thank', 'congressman', 'rourke', 'discussing', 'talking', 'much', 'fundamental', 'change', 'economy', 'desirable', 'much', 'actually', 'doable', 'vein', 'democrats', 'want', 'marginal', 'individual', 'tax', 'rate', 'percent', 'highest', 'earners', 'making', 'million', 'year', 'would', 'support', 'would', 'top', 'individual', 'rate']","['time/NN', 'thank/NN', 'congressman/NN', 'rourke/NN', 'have/VB', 'just/RB', 'be/VB', 'discuss/VB', 'talk/VB', 'about/RB', 'be/VB', 'much/JJ', 'fundamental/JJ', 'change/NN', 'economy/NN', 'be/VB', 'desirable/JJ', 'much/JJ', 'be/VB', 'actually/RB', 'doable/JJ', 'vein/NN', 'democrat/NN', 'want/VB', 'marginal/JJ', 'individual/NN', 'tax/NN', 'rate/NN', 'percent/NN', 'very/RB', 'highest/JJ', 'earner/NN', 'make/VB', 'more/JJ', 'year/NN', 'support/VB', 'not/RB', 'top/JJ', 'individual/JJ', 'rate/NN', 'be/VB']"
18,O’ROURKE," This economy has got to work for everyone and right now we know that it isn’t and it’s going to take all of us coming together to make sure that it does. (UNTRANSLATED) Right now we have a system that favors those that can pay for access and outcomes, that is how you explain an economy that is rigged to corporations and to the very wealthiest. A $2 trillion tax cut that favored corporations while they were sitting on record piles of cash and the very wealthiest in this country at a time of historic wealth inequality. A new democracy that is revised because we have returned power to the people, no pacts, no gerrymandering, automatic and same-day voter registration to bring in more voters and a new voting rights act to get rid of the barriers that are in place now.",0.8354,"['economy', 'got', 'work', 'everyone', 'right', 'know', 'going', 'take', 'us', 'coming', 'together', 'make', 'sure', 'untranslated', 'right', 'system', 'favors', 'pay', 'access', 'outcomes', 'explain', 'economy', 'rigged', 'corporations', 'wealthiest', 'trillion', 'tax', 'cut', 'favored', 'corporations', 'sitting', 'record', 'piles', 'cash', 'wealthiest', 'country', 'time', 'historic', 'wealth', 'inequality', 'new', 'democracy', 'revised', 'returned', 'power', 'people', 'pacts', 'gerrymandering', 'automatic', 'voter', 'registration', 'bring', 'voters', 'new', 'voting', 'rights', 'act', 'get', 'rid', 'barriers', 'place']","['economy/NN', 'have/VB', 'get/VB', 'work/VB', 'everyone/NN', 'right/RB', 'now/RB', 'know/VB', 'isn/VB', 'go/VB', 'take/VB', 'come/VB', 'together/RB', 'make/VB', 'sure/JJ', 'do/VB', 'untranslated/JJ', 'right/NN', 'now/RB', 'have/VB', 'system/NN', 'favor/VB', 'pay/VB', 'access/NN', 'outcome/NN', 'be/VB', 'explain/VB', 'economy/NN', 'be/VB', 'rig/VB', 'corporation/NN', 'very/RB', 'wealthiest/JJ', 'tax/NN', 'cut/NN', 'favored/JJ', 'corporation/NN', 'be/VB', 'sit/VB', 'record/JJ', 'pile/NN', 'cash/NN', 'very/RB', 'wealthiest/JJ', 'country/NN', 'time/NN', 'historic/JJ', 'wealth/NN', 'inequality/NN', 'new/JJ', 'democracy/NN', 'be/VB', 'revise/VB', 'have/VB', 'return/VB', 'power/NN', 'person/NN', 'pact/NN', 'gerrymandering/NN', 'automatic/JJ', 'same/JJ', 'day/NN', 'voter/NN', 'registration/NN', 'bring/VB', 'more/JJ', 'voter/NN', 'new/JJ', 'voting/NN', 'right/NN', 'act/NN', 'get/VB', 'rid/VB', 'barrier/NN', 'be/VB', 'place/NN', 'now/RB']"
19,GUTHRIE, Congressman O’Rourke,0.0,"['congressman', 'rourke']","['congressman/NN', 'rourke/NN']"
20,O’ROURKE, That’s how we each have a voice in our democracy and make this economy work for everybody.,0.0,"['voice', 'democracy', 'make', 'economy', 'work', 'everybody']","['have/VB', 'voice/NN', 'democracy/NN', 'make/VB', 'economy/NN', 'work/NN', 'everybody/NN']"
21,GUTHRIE," Congressman, that—that’s time, sir. I’ll give you ten seconds to answer if you want to answer the direct question would you support a 70 percent individual marginal tax rate, yes, no or pass?",0.5423,"['congressman', 'time', 'sir', 'give', 'ten', 'seconds', 'answer', 'want', 'answer', 'direct', 'question', 'would', 'support', 'percent', 'individual', 'marginal', 'tax', 'rate', 'yes', 'pass']","['congressman/NN', 'time/NN', 'sir/NN', 'll/NN', 'give/VB', 'second/NN', 'answer/VB', 'want/VB', 'answer/VB', 'direct/JJ', 'question/NN', 'support/VB', 'percent/NN', 'individual/JJ', 'marginal/JJ', 'tax/NN', 'rate/NN', 'yes/RB', 'no/RB', 'pass/VB']"
22,O’ROURKE, I would support a—a tax rate and a tax code that is fair to everyone. Tax capital at the same rate,0.6124,"['would', 'support', 'tax', 'rate', 'tax', 'code', 'fair', 'everyone', 'tax', 'capital', 'rate']","['support/VB', 'tax/NN', 'rate/NN', 'tax/NN', 'code/NN', 'be/VB', 'fair/JJ', 'everyone/NN', 'tax/NN', 'capital/NN', 'same/JJ', 'rate/NN']"
23,GUTHRIE, Seventy percent?,0.0,"['seventy', 'percent']",['percent/NN']
24,O’ROURKE, that you—you tax ordinary income. Take the corporate tax rate up to 28 percent. You would generate the revenues,0.0,"['tax', 'ordinary', 'income', 'take', 'corporate', 'tax', 'rate', 'percent', 'would', 'generate', 'revenues']","['tax/NN', 'ordinary/JJ', 'income/NN', 'take/VB', 'corporate/JJ', 'tax/NN', 'rate/NN', 'percent/NN', 'generate/VB', 'revenue/NN']"
25,GUTHRIE, Okay. That’s time.,0.2263,"['okay', 'time']","['okay/JJ', 'time/NN']"
26,O’ROURKE, you need to pay for the programs we are talking about.,-0.1027,"['need', 'pay', 'programs', 'talking']","['need/VB', 'pay/VB', 'program/NN', 'be/VB', 'talk/VB']"
