,speaker,statement,sentiment,words,lemmatization
300,O’ROURKE," Here’s how we had that conversation in Texas. I shared with them what I learned from those students who survived the Santa Fe High School shooting. A young student named Bree (PH), her friend Marcell (PH), who survived another shooting, the mother of a victim who lost her life, Rhonda Heart (PH). They talked about universal background checks where you close every loophole. We know that they save lives. Talked about ending the sales of assault weapons into our communities. Those weapons of war were designed to kill people as effectively and as efficiently as possible. They should belong on the battlefield and not in our communities. Red flag laws. So, if someone poses a danger to themselves or to someone else, they’re stopped before it’s too late. And what I found in each one of those 254 counties is that Democrats and independents and Republicans, gun owners and non-gun owners alike agreed, but this effort must be led by the young people that you referenced at the beginning of this issue. Those students from Marjory Stoneman Douglas led the charge here in Florida and they’ve been able to change those laws. They’re making our democracy work, ensuring that our values and our interests",0.296,"['conversation', 'texas', 'shared', 'learned', 'students', 'survived', 'santa', 'fe', 'high', 'school', 'shooting', 'young', 'student', 'named', 'bree', 'ph', 'friend', 'marcell', 'ph', 'survived', 'another', 'shooting', 'mother', 'victim', 'lost', 'life', 'rhonda', 'heart', 'ph', 'talked', 'universal', 'background', 'checks', 'close', 'every', 'loophole', 'know', 'save', 'lives', 'talked', 'ending', 'sales', 'assault', 'weapons', 'communities', 'weapons', 'war', 'designed', 'kill', 'people', 'effectively', 'efficiently', 'possible', 'belong', 'battlefield', 'communities', 'red', 'flag', 'laws', 'someone', 'poses', 'danger', 'someone', 'else', 'stopped', 'late', 'found', 'one', 'counties', 'democrats', 'independents', 'republicans', 'gun', 'owners', 'owners', 'alike', 'agreed', 'effort', 'must', 'led', 'young', 'people', 'referenced', 'beginning', 'issue', 'students', 'marjory', 'stoneman', 'douglas', 'led', 'charge', 'florida', 'able', 'change', 'laws', 'making', 'democracy', 'work', 'ensuring', 'values', 'interests']","['here/RB', 'have/VB', 'conversation/NN', 'texas/NN', 'share/VB', 'learn/VB', 'student/NN', 'survive/VB', 'santa/NN', 'fe/JJ', 'high/JJ', 'school/NN', 'shoot/VB', 'young/JJ', 'student/NN', 'name/VB', 'ph/NN', 'friend/NN', 'marcell/NN', 'ph/NN', 'survive/VB', 'shooting/NN', 'mother/NN', 'victim/NN', 'lose/VB', 'life/NN', 'rhonda/NN', 'heart/NN', 'ph/NN', 'talk/VB', 'universal/JJ', 'background/NN', 'check/NN', 'close/RB', 'loophole/NN', 'know/VB', 'save/VB', 'life/NN', 'talk/VB', 'end/VB', 'sale/NN', 'assault/JJ', 'weapon/NN', 'community/NN', 'weapon/NN', 'war/NN', 'be/VB', 'design/VB', 'kill/VB', 'person/NN', 'effectively/RB', 'as/RB', 'efficiently/RB', 'possible/JJ', 'belong/VB', 'battlefield/NN', 'not/RB', 'community/NN', 'red/JJ', 'flag/NN', 'law/NN', 'so/RB', 'someone/NN', 'pose/VB', 'danger/NN', 'someone/NN', 'else/RB', 're/NN', 'stop/VB', 'too/RB', 'late/JJ', 'find/VB', 'county/NN', 'be/VB', 'democrat/NN', 'independent/NN', 'republican/VB', 'gun/NN', 'owner/NN', 'gun/NN', 'owner/NN', 'alike/RB', 'agree/VB', 'effort/NN', 'be/VB', 'lead/VB', 'young/JJ', 'person/NN', 'reference/VB', 'begin/VB', 'issue/NN', 'student/NN', 'marjory/JJ', 'stoneman/NN', 'dougla/VB', 'lead/VB', 'charge/NN', 'here/RB', 'florida/NN', 'have/VB', 'be/VB', 'able/JJ', 'change/VB', 'law/NN', 're/NN', 'make/VB', 'democracy/NN', 'work/VB', 'ensure/VB', 'value/NN', 'interest/NN']"
301,TODD, Okay,0.2263,['okay'],['okay/JJ']
302,O’ROURKE, And our priorities are reflected in the laws that we pass.,0.0,"['priorities', 'reflected', 'laws', 'pass']","['priority/NN', 'be/VB', 'reflect/VB', 'law/NN', 'pass/VB']"
303,DELANEY," Chuck, may I—I",0.0,"['chuck', 'may']",['chuck/NN']
304,TODD," Thank you—thank you, Congressman O’Rourke.",0.3612,"['thank', 'congressman', 'rourke']","['thank/NN', 'thank/NN', 'congressman/NN', 'rourke/NN']"
305,DELANEY," Chuck, I",0.0,['chuck'],['chuck/NN']
306,TODD," Hang on. Let me—let me give 30 seconds, Senator Klobuchar, the iron range. I’m curious, gun confiscation, right? If the government is buying back, how do you—how do you not have that conversation?",-0.1179,"['hang', 'let', 'give', 'seconds', 'senator', 'klobuchar', 'iron', 'range', 'curious', 'gun', 'confiscation', 'right', 'government', 'buying', 'back', 'conversation']","['hang/NN', 'let/VB', 'let/VB', 'give/VB', 'second/NN', 'senator/NN', 'klobuchar/VB', 'iron/NN', 'range/NN', 'curious/JJ', 'gun/NN', 'confiscation/NN', 'right/RB', 'government/NN', 'be/VB', 'buy/VB', 'back/RB', 'do/VB', 'do/VB', 'not/RB', 'have/VB', 'conversation/NN']"
307,KLOBUCHAR," Well, that’s not confiscation.",0.2732,"['well', 'confiscation']","['well/RB', 'not/RB', 'confiscation/NN']"
308,TODD, Right.,0.0,['right'],['right/RB']
309,KLOBUCHAR," You would give them the offer to buy back their gun, but I’ll say this. I look at these proposals and I say, does this hurt my Uncle Dick and his deer stand coming from a proud hunting and fishing state? These proposals don’t do that. When I was a prosecutor, I supported the assault weapon ban. When I was in the Senate, I saw those moms from Sandy Hook come and try to advocate for change and we all failed. And then now, these Parkland kids from Florida, they started a literally a national shift. You know why? It’s just like with gay marriage. When kids talk to their parents",-0.9683,"['would', 'give', 'offer', 'buy', 'back', 'gun', 'say', 'look', 'proposals', 'say', 'hurt', 'uncle', 'dick', 'deer', 'stand', 'coming', 'proud', 'hunting', 'fishing', 'state', 'proposals', 'prosecutor', 'supported', 'assault', 'weapon', 'ban', 'senate', 'saw', 'moms', 'sandy', 'hook', 'come', 'try', 'advocate', 'change', 'failed', 'parkland', 'kids', 'florida', 'started', 'literally', 'national', 'shift', 'know', 'like', 'gay', 'marriage', 'kids', 'talk', 'parents']","['give/VB', 'offer/NN', 'buy/VB', 'back/RB', 'gun/NN', 'll/JJ', 'say/VB', 'look/VB', 'proposal/NN', 'say/VB', 'do/VB', 'hurt/VB', 'uncle/NN', 'dick/NN', 'deer/NN', 'stand/VB', 'come/VB', 'proud/JJ', 'hunting/NN', 'fishing/NN', 'state/NN', 'proposal/NN', 'don/VB', 'do/VB', 'be/VB', 'prosecutor/NN', 'support/VB', 'assault/JJ', 'weapon/NN', 'ban/NN', 'be/VB', 'senate/NN', 'see/VB', 'mom/NN', 'sandy/JJ', 'hook/NN', 'come/NN', 'try/NN', 'advocate/VB', 'change/NN', 'fail/VB', 'then/RB', 'now/RB', 'kid/NN', 'florida/NN', 'start/VB', 'literally/RB', 'national/JJ', 'shift/NN', 'know/VB', 'just/RB', 'gay/JJ', 'marriage/NN', 'kid/NN', 'talk/VB', 'parent/NN']"
310,TODD, Yeah,0.296,['yeah'],[]
311,KLOBUCHAR," And their grandparents, they say I don’t understand why we can’t put these sensible things in place, they listen.",0.0,"['grandparents', 'say', 'understand', 'put', 'sensible', 'things', 'place', 'listen']","['grandparent/NN', 'say/VB', 'don/VB', 'understand/VB', 'put/VB', 'sensible/NN', 'thing/NN', 'place/NN', 'listen/VB']"
312,KLOBUCHAR, And if we bested by,0.0,['bested'],['best/VB']
313,TODD," Senator, thank you",0.3612,"['senator', 'thank']","['senator/NN', 'thank/NN']"
314,KLOBUCHAR, A bunch of 17 year olds,0.0,"['bunch', 'year', 'olds']","['bunch/NN', 'year/NN', 'old/NN']"
315,TODD, Well,0.2732,['well'],['well/RB']
316,KLOBUCHAR, It’s the best thing that,0.6369,"['best', 'thing']","['best/JJ', 'thing/NN']"
317,KLOBUCHAR, Could ever happen.,0.0,"['could', 'ever', 'happen']","['ever/RB', 'happen/VB']"
318,DELANEY, Chuck,0.0,['chuck'],['chuck/NN']
319,MADDOW, Senator,0.0,['senator'],['senator/NN']
320,TODD," Senator, thank you.",0.3612,"['senator', 'thank']","['senator/NN', 'thank/NN']"
321,MADDOW," Senator Booker, let me go to you on—on another matter, actually.",0.0258,"['senator', 'booker', 'let', 'go', 'another', 'matter', 'actually']","['senator/NN', 'booker/NN', 'let/VB', 'go/VB', 'matter/NN', 'actually/RB']"
322,TODD, We got another issue.,0.0,"['got', 'another', 'issue']","['get/VB', 'issue/NN']"
323,MADDOW, Senator Mitch McConnell says that his most consequential achievement as Senate majority leader was preventing President Obama from filling a Supreme Court seat. Having served with Republicans on the Judiciary Committee do you believe they would confirm your court nominees?,0.5423,"['senator', 'mitch', 'mcconnell', 'says', 'consequential', 'achievement', 'senate', 'majority', 'leader', 'preventing', 'president', 'obama', 'filling', 'supreme', 'court', 'seat', 'served', 'republicans', 'judiciary', 'committee', 'believe', 'would', 'confirm', 'court', 'nominees']","['senator/NN', 'mitch/NN', 'mcconnell/NN', 'say/VB', 'most/RB', 'consequential/JJ', 'achievement/NN', 'senate/NN', 'majority/NN', 'leader/NN', 'be/VB', 'prevent/VB', 'president/NN', 'obama/NN', 'fill/VB', 'supreme/NN', 'court/NN', 'seat/NN', 'have/VB', 'serve/VB', 'republican/NN', 'judiciary/NN', 'committee/NN', 'do/VB', 'believe/VB', 'confirm/VB', 'court/NN', 'nominee/NN']"
324,BOOKER," I’m going to use 20 of my seconds just to say there’s one thing we don’t all agree with when it comes to guns and it’s common sense and over 70 percent of Americans agree with me. If you need a license to drive a car you should need a license to buy and own a firearm. And not everybody in this field agrees with that but in states like Connecticut that did that they saw 40 percent drops in gun violence and 15 percent drops in suicides. We need to start having old agendas on guns. When it comes to the Supreme Court very clearly we—I agree with my friend, Secretary Castro, we are going to get to 50 votes in the Senate. This is 18 (INAUDIBLE) whoever is our nominee needs to campaign in places like South Carolina because we can elect Jamie Harrison. They need to campaign in places like Iowa because we—we can win a Senate seat there. This is about getting us back to having 50 votes in the Senate and more so that we can not only balance the Supreme Court but start to pass an aggressive agenda that, frankly, isn’t so aggressive because most of America agrees with the policy objectives of our party.",0.9876,"['going', 'use', 'seconds', 'say', 'one', 'thing', 'agree', 'comes', 'guns', 'common', 'sense', 'percent', 'americans', 'agree', 'need', 'license', 'drive', 'car', 'need', 'license', 'buy', 'firearm', 'everybody', 'field', 'agrees', 'states', 'like', 'connecticut', 'saw', 'percent', 'drops', 'gun', 'violence', 'percent', 'drops', 'suicides', 'need', 'start', 'old', 'agendas', 'guns', 'comes', 'supreme', 'court', 'clearly', 'agree', 'friend', 'secretary', 'castro', 'going', 'get', 'votes', 'senate', 'inaudible', 'whoever', 'nominee', 'needs', 'campaign', 'places', 'like', 'south', 'carolina', 'elect', 'jamie', 'harrison', 'need', 'campaign', 'places', 'like', 'iowa', 'win', 'senate', 'seat', 'getting', 'us', 'back', 'votes', 'senate', 'balance', 'supreme', 'court', 'start', 'pass', 'aggressive', 'agenda', 'frankly', 'aggressive', 'america', 'agrees', 'policy', 'objectives', 'party']","['go/VB', 'use/VB', 'second/NN', 'just/RB', 'say/VB', 'thing/NN', 'don/VB', 'agree/VB', 'come/VB', 'gun/NN', 'common/JJ', 'sense/NN', 'percent/NN', 'american/NN', 'agree/VB', 'need/VB', 'license/NN', 'drive/VB', 'car/NN', 'need/VB', 'license/NN', 'buy/VB', 'own/VB', 'firearm/NN', 'not/RB', 'everybody/NN', 'field/NN', 'agree/VB', 'state/NN', 'connecticut/NN', 'do/VB', 'see/VB', 'percent/NN', 'drop/NN', 'gun/NN', 'violence/NN', 'percent/NN', 'drop/NN', 'suicide/NN', 'need/VB', 'start/VB', 'have/VB', 'old/JJ', 'agenda/NN', 'gun/NN', 'come/VB', 'supreme/NN', 'court/NN', 'very/RB', 'clearly/RB', 'agree/RB', 'friend/NN', 'secretary/NN', 'castro/NN', 'be/VB', 'go/VB', 'get/VB', 'vote/NN', 'senate/NN', 'be/VB', 'inaudible/JJ', 'be/VB', 'nominee/NN', 'need/VB', 'campaign/NN', 'place/NN', 'south/RB', 'carolina/NN', 'elect/VB', 'jamie/NN', 'harrison/NN', 'need/VB', 'campaign/NN', 'place/NN', 'iowa/NN', 'win/VB', 'senate/NN', 'seat/NN', 'there/RB', 'be/VB', 'get/VB', 'back/RB', 'have/VB', 'vote/NN', 'senate/NN', 'more/RB', 'so/RB', 'not/RB', 'only/JJ', 'supreme/NN', 'court/NN', 'start/VB', 'pass/VB', 'aggressive/JJ', 'agenda/NN', 'frankly/RB', 'isn/JJ', 'so/RB', 'aggressive/JJ', 'most/JJ', 'america/NN', 'agree/VB', 'policy/NN', 'objective/NN', 'party/NN']"
325,TODD, Mayor DeBlasio (INAUDIBLE).,0.0,"['mayor', 'deblasio', 'inaudible']","['mayor/NN', 'deblasio/NN', 'inaudible/JJ']"
326,MADDOW," Congressman Delaney, you’ll have some time in a moment on this issue.",0.0,"['congressman', 'delaney', 'time', 'moment', 'issue']","['congressman/NN', 'delaney/NN', 'll/VB', 'have/VB', 'time/NN', 'moment/NN', 'issue/NN']"
327,MADDOW," Congressman Delaney, I’ll give you some time in a moment. Mayor DeBlasio is an executive in the largest city in this country. You are used to saying what you want to have happen and having it happen. If you nominate a Supreme Court nominee as president of the United States and Mitch McConnell is still Senate majority leader what makes you believe that he would allow you to make a nominee?",0.8225,"['congressman', 'delaney', 'give', 'time', 'moment', 'mayor', 'deblasio', 'executive', 'largest', 'city', 'country', 'used', 'saying', 'want', 'happen', 'happen', 'nominate', 'supreme', 'court', 'nominee', 'president', 'united', 'states', 'mitch', 'mcconnell', 'still', 'senate', 'majority', 'leader', 'makes', 'believe', 'would', 'allow', 'make', 'nominee']","['congressman/NN', 'delaney/NN', 'll/NN', 'give/VB', 'time/NN', 'moment/NN', 'mayor/NN', 'deblasio/NN', 'be/VB', 'executive/NN', 'largest/JJ', 'city/NN', 'country/NN', 'be/VB', 'used/VB', 'say/VB', 'want/VB', 'have/VB', 'happen/VB', 'have/VB', 'happen/VB', 'nominate/VB', 'supreme/NN', 'court/NN', 'nominee/NN', 'president/NN', 'united/NN', 'states/NN', 'mitch/VB', 'mcconnell/NN', 'be/VB', 'still/RB', 'senate/NN', 'majority/NN', 'leader/NN', 'make/VB', 'believe/VB', 'allow/VB', 'make/VB', 'nominee/NN']"
328,DE BLASIO," Rachel, I am chief executive of the nation’s largest city and I also want to just say something quick on the gun issue and come to your question. Look, I run the largest the police force in America too and if we are going to stop these shootings and get these guns off the street we have to have a very different relationship between our police and our community. And I also want to say there is something that sets me apart from all of my colleagues running in this race and that is for the last 21 years I have been raising a black son in America. And I have had to have very, very serious talks with my son Dante, about how to protect himself in the streets of our city and all over our country including how to deal with the fact that he has to take special caution because there has been too many tragedies between our young men and our police too—as we saw recently in Indiana. So, we need to have a different conversation in this country about guns but also a different conversation about policing that brings police and community together. We’ve done that in New York City and we have driven down crime while we’ve done it. To your question about Mitch McConnell, there’s a political solution that we have to come to grips with—if a Democratic Party would stop acting like the party of the elite and be the party of the working people again and go into states including red states to convince people we are on their side we can put pressure on their senators to actually have to vote for the nominees that are put forward (INAUDIBLE).",0.8055,"['rachel', 'chief', 'executive', 'nation', 'largest', 'city', 'also', 'want', 'say', 'something', 'quick', 'gun', 'issue', 'come', 'question', 'look', 'run', 'largest', 'police', 'force', 'america', 'going', 'stop', 'shootings', 'get', 'guns', 'street', 'different', 'relationship', 'police', 'community', 'also', 'want', 'say', 'something', 'sets', 'apart', 'colleagues', 'running', 'race', 'last', 'years', 'raising', 'black', 'son', 'america', 'serious', 'talks', 'son', 'dante', 'protect', 'streets', 'city', 'country', 'including', 'deal', 'fact', 'take', 'special', 'caution', 'many', 'tragedies', 'young', 'men', 'police', 'saw', 'recently', 'indiana', 'need', 'different', 'conversation', 'country', 'guns', 'also', 'different', 'conversation', 'policing', 'brings', 'police', 'community', 'together', 'done', 'new', 'york', 'city', 'driven', 'crime', 'done', 'question', 'mitch', 'mcconnell', 'political', 'solution', 'come', 'grips', 'democratic', 'party', 'would', 'stop', 'acting', 'like', 'party', 'elite', 'party', 'working', 'people', 'go', 'states', 'including', 'red', 'states', 'convince', 'people', 'side', 'put', 'pressure', 'senators', 'actually', 'vote', 'nominees', 'put', 'forward', 'inaudible']","['rachel/VB', 'be/VB', 'chief/JJ', 'executive/NN', 'nation/NN', 'largest/JJ', 'city/NN', 'also/RB', 'want/VB', 'just/RB', 'say/VB', 'something/NN', 'quick/JJ', 'gun/NN', 'issue/NN', 'come/VB', 'question/NN', 'look/VB', 'run/VB', 'largest/JJ', 'polouse/NN', 'force/VB', 'america/NN', 'too/RB', 'be/VB', 'go/VB', 'stop/VB', 'shooting/NN', 'get/VB', 'gun/NN', 'street/NN', 'have/VB', 'have/VB', 'very/RB', 'different/JJ', 'relationship/NN', 'police/NN', 'community/NN', 'also/RB', 'want/VB', 'say/VB', 'be/VB', 'something/NN', 'set/NN', 'apart/RB', 'colleague/NN', 'run/VB', 'race/NN', 'be/VB', 'last/JJ', 'year/NN', 'have/VB', 'be/VB', 'raise/VB', 'black/JJ', 'son/NN', 'america/NN', 'have/VB', 'have/VB', 'have/VB', 'very/RB', 'very/RB', 'serious/JJ', 'talk/NN', 'son/NN', 'dante/NN', 'protect/VB', 'street/NN', 'city/NN', 'country/NN', 'include/VB', 'deal/VB', 'fact/NN', 'have/VB', 'take/VB', 'special/JJ', 'caution/NN', 'have/VB', 'be/VB', 'too/RB', 'many/JJ', 'tragedy/NN', 'young/JJ', 'man/NN', 'police/NN', 'too/RB', 'see/VB', 'recently/RB', 'indiana/NN', 'need/VB', 'have/VB', 'different/JJ', 'conversation/NN', 'country/NN', 'gun/NN', 'also/RB', 'different/JJ', 'conversation/NN', 'police/VB', 'bring/VB', 'police/NN', 'community/NN', 'together/RB', 'have/VB', 'do/VB', 'new/NN', 'york/NN', 'city/NN', 'have/VB', 'drive/VB', 'crime/NN', 'have/VB', 'do/VB', 'question/NN', 'mitch/NN', 'mcconnell/VB', 'political/JJ', 'solution/NN', 'have/VB', 'come/VB', 'grip/NN', 'democratic/JJ', 'party/NN', 'stop/VB', 'act/VB', 'party/NN', 'elite/JJ', 'be/VB', 'party/NN', 'working/JJ', 'person/NN', 'again/RB', 'go/VB', 'state/NN', 'include/VB', 'red/JJ', 'state/NN', 'convince/VB', 'person/NN', 'be/VB', 'side/NN', 'put/VB', 'pressure/NN', 'senator/NN', 'actually/RB', 'have/VB', 'vote/VB', 'nominee/NN', 'be/VB', 'put/VB', 'forward/RB', 'inaudible/JJ']"
329,MADDOW, Mayor DeBlasio (INAUDIBLE).,0.0,"['mayor', 'deblasio', 'inaudible']","['mayor/NN', 'deblasio/NN', 'inaudible/JJ']"
330,TODD," Senator Warren (INAUDIBLE) I’m going to get you. I will get you 30 seconds. I promise. Let me get this question. We’re trying. I know you guys—we got other issues we’re trying to get to including a big one coming up in a minute but Senator Warren, I want to continue on the Mitch McConnell thing because you have a lot of ambitious plans. You have a plan for that, ok. We talked about the supreme court. Do you have a plan to deal with Mitch McConnell if you don’t beat him in the Senate, if he’s still sitting there as the Senate majority leader it’s very plausible you get elected president with a Republican Senate? Do you have a plan to deal with Mitch McConnell?",0.9361,"['senator', 'warren', 'inaudible', 'going', 'get', 'get', 'seconds', 'promise', 'let', 'get', 'question', 'trying', 'know', 'got', 'issues', 'trying', 'get', 'including', 'big', 'one', 'coming', 'minute', 'senator', 'warren', 'want', 'continue', 'mitch', 'mcconnell', 'thing', 'lot', 'ambitious', 'plans', 'plan', 'talked', 'supreme', 'court', 'plan', 'deal', 'mitch', 'mcconnell', 'beat', 'senate', 'still', 'sitting', 'senate', 'majority', 'leader', 'plausible', 'get', 'elected', 'president', 'republican', 'senate', 'plan', 'deal', 'mitch', 'mcconnell']","['senator/NN', 'warren/NN', 'inaudible/JJ', 'go/VB', 'get/VB', 'get/VB', 'second/NN', 'promise/NN', 'let/VB', 'get/VB', 'question/NN', 're/NN', 'try/VB', 'know/VB', 'guy/NN', 'get/VB', 'other/JJ', 'issue/NN', 're/NN', 'try/VB', 'get/VB', 'include/VB', 'big/JJ', 'one/NN', 'come/VB', 'minute/NN', 'senator/NN', 'warren/NN', 'want/VB', 'continue/VB', 'mitch/NN', 'mcconnell/NN', 'thing/NN', 'have/VB', 'lot/NN', 'ambitious/JJ', 'plan/NN', 'have/VB', 'plan/NN', 'talk/VB', 'supreme/NN', 'court/NN', 'do/VB', 'have/VB', 'plan/NN', 'deal/VB', 'mitch/NN', 'mcconnell/NN', 'don/VB', 'beat/VB', 'senate/NN', 'still/RB', 'sit/VB', 'there/RB', 'senate/NN', 'majority/NN', 'leader/NN', 'very/RB', 'plausible/JJ', 'get/VB', 'elect/VB', 'president/NN', 'republican/JJ', 'senate/NN', 'do/VB', 'have/VB', 'plan/NN', 'deal/VB', 'mitch/NN', 'mcconnell/NN']"
331,WARREN," I do. We are a democracy and the way a democracy is supposed to work is the will of the people matters. Now, we for far too long have had a congress in Washington that is just completely dismissed what people care about across this country. They have made this country work much better for those who can make giant contributions, made it work better for those who hire armies of lobbyists and lawyers and not made it work for the people. Well, here is how I see this happening—number one, sure I want to see us get a Democratic majority in the Senate. But short of the Democratic majority in the Senate you better understand the fight still goes on. It starts in the White House and it means everybody we energize in 2020 stays on the frontlines come January 2021. We have to push funding outside, have leadership from the inside.",0.9451,"['democracy', 'way', 'democracy', 'supposed', 'work', 'people', 'matters', 'far', 'long', 'congress', 'washington', 'completely', 'dismissed', 'people', 'care', 'across', 'country', 'made', 'country', 'work', 'much', 'better', 'make', 'giant', 'contributions', 'made', 'work', 'better', 'hire', 'armies', 'lobbyists', 'lawyers', 'made', 'work', 'people', 'well', 'see', 'one', 'sure', 'want', 'see', 'us', 'get', 'democratic', 'majority', 'senate', 'short', 'democratic', 'majority', 'senate', 'better', 'understand', 'fight', 'still', 'goes', 'starts', 'white', 'house', 'means', 'everybody', 'energize', 'stays', 'frontlines', 'come', 'january', 'push', 'funding', 'outside', 'leadership', 'inside']","['do/VB', 'be/VB', 'democracy/NN', 'way/NN', 'democracy/NN', 'be/VB', 'suppose/VB', 'work/VB', 'be/VB', 'person/NN', 'matter/NN', 'now/RB', 'far/RB', 'too/RB', 'long/RB', 'have/VB', 'have/VB', 'congress/NN', 'washington/NN', 'be/VB', 'just/RB', 'completely/RB', 'dismiss/VB', 'person/NN', 'care/VB', 'about/RB', 'country/NN', 'have/VB', 'make/VB', 'country/NN', 'work/NN', 'much/RB', 'better/JJ', 'make/VB', 'giant/JJ', 'contribution/NN', 'make/VB', 'work/VB', 'better/RB', 'hire/VB', 'army/NN', 'lobbyist/NN', 'lawyer/NN', 'not/RB', 'make/VB', 'work/VB', 'person/NN', 'well/RB', 'here/RB', 'be/VB', 'see/VB', 'happen/VB', 'number/NN', 'sure/JJ', 'want/VB', 'see/VB', 'get/VB', 'democratic/JJ', 'majority/NN', 'senate/NN', 'short/JJ', 'democratic/JJ', 'majority/NN', 'senate/NN', 'better/RB', 'understand/VB', 'fight/NN', 'still/RB', 'go/VB', 'start/VB', 'white/JJ', 'house/NN', 'mean/VB', 'everybody/NN', 'energize/VB', 'stay/NN', 'frontline/NN', 'come/VB', 'january/NN', 'have/VB', 'push/VB', 'fund/VB', 'outside/JJ', 'have/VB', 'leadership/NN', 'inside/NN']"
332,WARREN, And make this,0.0,['make'],['make/VB']
333,WARREN, The will of the people.,0.0,['people'],['person/NN']
334,TODD, I’m going to—I’m going to get a couple of you in here.,0.0,"['going', 'going', 'get', 'couple']","['go/VB', 'go/VB', 'get/VB', 'couple/NN', 'here/RB']"
335,KLOBUCHAR, (INAUDIBLE) the heart of the question.,0.0,"['inaudible', 'heart', 'question']","['inaudible/JJ', 'heart/NN', 'question/NN']"
336,TODD," I’m going to get — a couple in here. Thirty seconds, Congressman Delaney you—you seem to believe you can do everything in a bipartisan manner. Mitch McConnell doesn’t operate that way. He operates differently. Why do you think he is going to conform to your style?",0.0,"['going', 'get', 'couple', 'thirty', 'seconds', 'congressman', 'delaney', 'seem', 'believe', 'everything', 'bipartisan', 'manner', 'mitch', 'mcconnell', 'operate', 'way', 'operates', 'differently', 'think', 'going', 'conform', 'style']","['go/VB', 'get/VB', 'couple/NN', 'here/RB', 'second/NN', 'congressman/NN', 'delaney/NN', 'seem/VB', 'believe/VB', 'do/VB', 'everything/NN', 'bipartisan/JJ', 'manner/NN', 'mitch/VB', 'mcconnell/NN', 'operate/VB', 'way/NN', 'operate/VB', 'differently/RB', 'do/VB', 'think/VB', 'be/VB', 'go/VB', 'conform/VB', 'style/NN']"
337,DELANEY," I think we—we need to get things done. That is why I believe we need to operate in a bipartisan manner. Listen, I will sign into law bills that come to the White House that are passed on a party line basis absolutely but all of the big transformative things we have ever done in this country’s history have happened when huge majorities of the American people get behind them which is why we need real solutions not impossible promises. We need to put forth ideas that work whether it’s on healthcare, creating universal healthcare so that every American gets healthcare but not running on making private insurance a legal. The gun issue is related, the gun safety issue is related because I can’t tell you how many times I have been with folks in Western Maryland and they have said to me you know Democrats don’t do anything for us, Republicans don’t do anything for us. You fight all of the time so they vote on that single issue.",0.1838,"['think', 'need', 'get', 'things', 'done', 'believe', 'need', 'operate', 'bipartisan', 'manner', 'listen', 'sign', 'law', 'bills', 'come', 'white', 'house', 'passed', 'party', 'line', 'basis', 'absolutely', 'big', 'transformative', 'things', 'ever', 'done', 'country', 'history', 'happened', 'huge', 'majorities', 'american', 'people', 'get', 'behind', 'need', 'real', 'solutions', 'impossible', 'promises', 'need', 'put', 'forth', 'ideas', 'work', 'whether', 'healthcare', 'creating', 'universal', 'healthcare', 'every', 'american', 'gets', 'healthcare', 'running', 'making', 'private', 'insurance', 'legal', 'gun', 'issue', 'related', 'gun', 'safety', 'issue', 'related', 'tell', 'many', 'times', 'folks', 'western', 'maryland', 'said', 'know', 'democrats', 'anything', 'us', 'republicans', 'anything', 'us', 'fight', 'time', 'vote', 'single', 'issue']","['think/VB', 'need/VB', 'get/VB', 'thing/NN', 'do/VB', 'be/VB', 'believe/VB', 'need/VB', 'operate/VB', 'bipartisan/JJ', 'manner/NN', 'listen/VB', 'sign/VB', 'law/NN', 'bill/NN', 'come/VB', 'white/JJ', 'house/NN', 'be/VB', 'pass/VB', 'party/NN', 'line/NN', 'basis/NN', 'absolutely/RB', 'big/JJ', 'thing/NN', 'have/VB', 'ever/RB', 'do/VB', 'country/NN', 'history/NN', 'have/VB', 'happen/VB', 'huge/JJ', 'majority/NN', 'american/JJ', 'person/NN', 'get/VB', 'be/VB', 'need/VB', 'real/JJ', 'solution/NN', 'not/RB', 'impossible/JJ', 'promise/NN', 'need/VB', 'put/VB', 'forth/RB', 'idea/NN', 'work/VB', 'healthcare/NN', 'create/VB', 'universal/JJ', 'healthcare/NN', 'so/RB', 'american/JJ', 'get/VB', 'healthcare/NN', 'not/RB', 'run/VB', 'make/VB', 'private/JJ', 'insurance/NN', 'legal/JJ', 'gun/NN', 'issue/NN', 'be/VB', 'relate/VB', 'gun/NN', 'safety/NN', 'issue/NN', 'be/VB', 'relate/VB', 'tell/VB', 'many/JJ', 'time/NN', 'have/VB', 'be/VB', 'folk/NN', 'western/JJ', 'maryland/NN', 'have/VB', 'say/VB', 'know/VB', 'democrat/NN', 'don/VB', 'do/VB', 'anything/NN', 'republican/VB', 'don/VB', 'do/VB', 'anything/NN', 'fight/VB', 'time/NN', 'vote/VB', 'single/JJ', 'issue/NN']"
338,TODD," Okay, thank you Congressman.",0.5267,"['okay', 'thank', 'congressman']","['okay/JJ', 'thank/NN', 'congressman/NN']"
339,DELANEY, We have become the party of getting things done for the American,0.4019,"['become', 'party', 'getting', 'things', 'done', 'american']","['have/VB', 'become/VB', 'party/NN', 'get/VB', 'thing/NN', 'do/VB', 'american/JJ']"
340,TODD, I understand.,0.0,['understand'],['understand/VB']
